"Filename","SourcePath","TargetDomain","TargetPath","Hash","Migrated","Error"
"work_factory_investments.schema.json","C:\eva-foundry\37-data-model\schema\work_factory_investments.schema.json","domain_11_infrastructure-finops","c:\eva-foundry\37-data-model\schema\domain_11_infrastructure-finops\work_factory_investments.schema.json","ED2EF0CF0375A3EB683DCF9A911C8346BF9687124970AEF12D99B7C1E3C05782","False",
"work_factory_metrics.schema.json","C:\eva-foundry\37-data-model\schema\work_factory_metrics.schema.json","domain_11_infrastructure-finops","c:\eva-foundry\37-data-model\schema\domain_11_infrastructure-finops\work_factory_metrics.schema.json","7F1E6AABA222F26F4DE88ACF9C8A5D1FAEBE4CCBB991D6920B3717B9684022D1","False",
"work_factory_portfolio.schema.json","C:\eva-foundry\37-data-model\schema\work_factory_portfolio.schema.json","domain_06_strategy-portfolio","c:\eva-foundry\37-data-model\schema\domain_06_strategy-portfolio\work_factory_portfolio.schema.json","18194AB8CE76932954DB3AC958C74F0B1AECF269AA0BB06596DEC00A1C8AC360","False",
"work_factory_roadmaps.schema.json","C:\eva-foundry\37-data-model\schema\work_factory_roadmaps.schema.json","domain_06_strategy-portfolio","c:\eva-foundry\37-data-model\schema\domain_06_strategy-portfolio\work_factory_roadmaps.schema.json","A443367DA9F035A948442A8E44E9A207576AC1755E959AE4ED674880DFFF5224","False",
"work_factory_services.schema.json","C:\eva-foundry\37-data-model\schema\work_factory_services.schema.json","domain_11_infrastructure-finops","c:\eva-foundry\37-data-model\schema\domain_11_infrastructure-finops\work_factory_services.schema.json","F6071E48747E097C12EFB705FD089FF26FDCA383D478684091F0CAFB6D890ECE","False",
"work_failure_analysis.schema.json","C:\eva-foundry\37-data-model\schema\work_failure_analysis.schema.json","domain_07_execution-engine","c:\eva-foundry\37-data-model\schema\domain_07_execution-engine\work_failure_analysis.schema.json","1EBB0F60842A154963C04DDD04F4DFEF1F94A2B88E9CD9D4D9254D603C425292","False",
"work_learning_feedback.schema.json","C:\eva-foundry\37-data-model\schema\work_learning_feedback.schema.json","domain_11_infrastructure-finops","c:\eva-foundry\37-data-model\schema\domain_11_infrastructure-finops\work_learning_feedback.schema.json","9FD7AAE400981C11B28BA7C167D35761151ED277377426E0B2465EA9821F4DD5","False",
"work_obligations.schema.json","C:\eva-foundry\37-data-model\schema\work_obligations.schema.json","domain_05_project-pm","c:\eva-foundry\37-data-model\schema\domain_05_project-pm\work_obligations.schema.json","9B12464A181A8D12E470107815C4DE9C228995BDFCE0C2D077769D1D49DFFB24","False",
"work_outcomes.schema.json","C:\eva-foundry\37-data-model\schema\work_outcomes.schema.json","domain_05_project-pm","c:\eva-foundry\37-data-model\schema\domain_05_project-pm\work_outcomes.schema.json","059DD5F7A4C6BD226FD0C21730AB8CF09E2B7345B47A61D18E75028D62DE7C64","False",
"work_parallel_execution_records.schema.json","C:\eva-foundry\37-data-model\schema\work_parallel_execution_records.schema.json","domain_07_execution-engine","c:\eva-foundry\37-data-model\schema\domain_07_execution-engine\work_parallel_execution_records.schema.json","2AE4D16E67E3C5F91C1D507F6369F3ACFAAC605CBA290B9DB2A36430E8296D7F","False",
"work_pattern_applications.schema.json","C:\eva-foundry\37-data-model\schema\work_pattern_applications.schema.json","domain_07_execution-engine","c:\eva-foundry\37-data-model\schema\domain_07_execution-engine\work_pattern_applications.schema.json","8C638DD082C539649ED04D127C6F496C8BE95EDC383A269C3CE018AE38B8FE80","False",
"work_pattern_performance_profiles.schema.json","C:\eva-foundry\37-data-model\schema\work_pattern_performance_profiles.schema.json","domain_07_execution-engine","c:\eva-foundry\37-data-model\schema\domain_07_execution-engine\work_pattern_performance_profiles.schema.json","1B50AFA2E724235FAF4174FE46D8A40D52C7F99511EB17EACC237AD9C08E78A5","False",
"work_performance_profiling.schema.json","C:\eva-foundry\37-data-model\schema\work_performance_profiling.schema.json","domain_07_execution-engine","c:\eva-foundry\37-data-model\schema\domain_07_execution-engine\work_performance_profiling.schema.json","ACC3C892D7CCE8F26CA89D043CC79F3BCD6ADBA80C09A665B59C2658A064E02F","False",
"work_quality_gates.schema.json","C:\eva-foundry\37-data-model\schema\work_quality_gates.schema.json","domain_07_execution-engine","c:\eva-foundry\37-data-model\schema\domain_07_execution-engine\work_quality_gates.schema.json","08D2E1AF753ACA088FCE2E505A689BB755B722F73591A578E8798A146C5F949B","False",
"work_resource_allocations.schema.json","C:\eva-foundry\37-data-model\schema\work_resource_allocations.schema.json","domain_07_execution-engine","c:\eva-foundry\37-data-model\schema\domain_07_execution-engine\work_resource_allocations.schema.json","C64EF87ED70311A5420E06E14E1A948D234F1D0CF811F68DF722BA8541FCC0BC","False",
"work_reusable_patterns.schema.json","C:\eva-foundry\37-data-model\schema\work_reusable_patterns.schema.json","domain_07_execution-engine","c:\eva-foundry\37-data-model\schema\domain_07_execution-engine\work_reusable_patterns.schema.json","D71A223F53769A96126C17B7B3904E736B98F4893BEF4728BE24D12F35183E39","False",
"work_rollback_procedures.schema.json","C:\eva-foundry\37-data-model\schema\work_rollback_procedures.schema.json","domain_07_execution-engine","c:\eva-foundry\37-data-model\schema\domain_07_execution-engine\work_rollback_procedures.schema.json","3ADB8CB7B18DF9C69352861D27C65453CECB3121E6785EF31A09858F0145C028","False",
"work_service_breaches.schema.json","C:\eva-foundry\37-data-model\schema\work_service_breaches.schema.json","domain_11_infrastructure-finops","c:\eva-foundry\37-data-model\schema\domain_11_infrastructure-finops\work_service_breaches.schema.json","7DBDDCC9E2E58A3590D60ED64DA6FA2678B1A52AC58025BE98AE8F9A629001D2","False",
"work_service_level_objectives.schema.json","C:\eva-foundry\37-data-model\schema\work_service_level_objectives.schema.json","domain_11_infrastructure-finops","c:\eva-foundry\37-data-model\schema\domain_11_infrastructure-finops\work_service_level_objectives.schema.json","1D6B804870C51861D9C86561E3CED73F3FBFDCBA6306FAA693B0DDA6094CF9B1","False",
"work_service_lifecycle.schema.json","C:\eva-foundry\37-data-model\schema\work_service_lifecycle.schema.json","domain_08_devops-delivery","c:\eva-foundry\37-data-model\schema\domain_08_devops-delivery\work_service_lifecycle.schema.json","86B51AB130E191B1B2474AF20044C36295FEA3F0C308CCDD35329559798DC2AB","False",
"work_service_perf_profiles.schema.json","C:\eva-foundry\37-data-model\schema\work_service_perf_profiles.schema.json","domain_11_infrastructure-finops","c:\eva-foundry\37-data-model\schema\domain_11_infrastructure-finops\work_service_perf_profiles.schema.json","DFCC51D0E34694AA5509B1E3BA4F07FCFC912DB352CDBF632808287AB4AD26AE","False",
"work_service_remediation_plans.schema.json","C:\eva-foundry\37-data-model\schema\work_service_remediation_plans.schema.json","domain_12_ontology-domains","c:\eva-foundry\37-data-model\schema\domain_12_ontology-domains\work_service_remediation_plans.schema.json","B755837EB657A0503D0E813CBD7875291440C1A88F867A69BBF349A41613E247","False",
"work_service_requests.schema.json","C:\eva-foundry\37-data-model\schema\work_service_requests.schema.json","domain_08_devops-delivery","c:\eva-foundry\37-data-model\schema\domain_08_devops-delivery\work_service_requests.schema.json","E5A794F1FF08A02FDA328BB2FB1BD1653938ED226C363B5FF7E1878BD6334B15","False",
"work_service_revalidation_results.schema.json","C:\eva-foundry\37-data-model\schema\work_service_revalidation_results.schema.json","domain_12_ontology-domains","c:\eva-foundry\37-data-model\schema\domain_12_ontology-domains\work_service_revalidation_results.schema.json","16C389655E546FED9626A283C0ABBB471E3FFA1C3283556C2770267DE051B9DB","False",
"work_service_runs.schema.json","C:\eva-foundry\37-data-model\schema\work_service_runs.schema.json","domain_08_devops-delivery","c:\eva-foundry\37-data-model\schema\domain_08_devops-delivery\work_service_runs.schema.json","6B8DEF548C9C400F8474FF96AE954E89078678F8C829FBC2C9F92ED6307EAD54","False",
"work_step_events.schema.json","C:\eva-foundry\37-data-model\schema\work_step_events.schema.json","domain_05_project-pm","c:\eva-foundry\37-data-model\schema\domain_05_project-pm\work_step_events.schema.json","5FC422639347474F41A04B7FBAA01FF485BCA7B92972CA3C60BCCFCE432346B3","False",
"work_validation_results.schema.json","C:\eva-foundry\37-data-model\schema\work_validation_results.schema.json","domain_07_execution-engine","c:\eva-foundry\37-data-model\schema\domain_07_execution-engine\work_validation_results.schema.json","2D8E732FA59D586D85D3997E2B694D2CADF48CE773DAF17AC98BB6B229980A83","False",
